9964,1696
9835,2009
9560,1993
9524,2231
9400,2301
9369,2503
9078,1954
8309,1919
8053,2299
7476,1518
7252,1589
6948,1440
6336,1263
6176,1469
5960,1340
5808,3768
5552,3931
5496,2097
5412,1280
5156,1186
4788,1167
4660,1057
4460,1112
4668,1309
4444,2202
4408,1885
4252,1306
4180,1297
3679,1256
3647,2271
3543,1522
3535,2735
3495,2528
3437,1461
3176,1116
3144,1122
2871,825
2807,837
2719,1154
2695,843
2379,957
2347,1286
2283,1536
2251,1519
2251,1487
2143,1801
2135,2066
2135,1452
2099,1356
2099,1602
2067,1311
2067,1338
1907,1346
1907,1234
1891,1170
1883,1298
1803,1180
1803,1728
1779,1301
1779,964
1779,876
1699,1724
1691,1779
1683,1691
1683,1661
1683,1225
1651,1248
1651,1135
1635,1263
1635,953
1635,1345
1348,1226
1348,1202
1344,1189
1344,1287
1344,1215
1316,1565
1316,1130
1316,1020
1308,1272
1308,1097
1278,1044
1278,1128
1277,1217
1244,990
1244,1005
1244,1249
1244,1049
1147,1050
1131,956
1131,950
1099,968
1099,931
1099,879
1099,901
933,885
933,780
933,812
933,825
909,719
909,794
901,832
901,757
869,814
869,714
869,747
869,766
861,708
861,651
861,762
861,601
805,647
805,633
805,632
805,640
805,580
773,595
773,642
773,502
773,499
773,630
773,591
741,534
741,572
741,499
741,489
741,544
737,497
737,480
4389,815
4333,869
4309,705
4036,845
4024,2938
4024,3121
4004,1636
3972,1414
3972,1349
3896,2754
3888,2876
3852,2409
3852,1446
3848,1394
3780,1269
3780,1350
3712,1341
3518,1433
3486,1214
3486,1385
3197,1411
3133,1239
3133,1222
3037,1221
3013,1168
3013,2865
2643,2641
2611,1744
2547,1137
2547,1052
2515,1085
2515,1104
2395,2452
2387,2492
2387,1670
2351,1244
2319,2252
2319,2198
2147,1480
2147,1137
2131,1221
2035,1016
2035,969
2011,1149
2011,950
1923,903
1915,1117
1907,929
1907,951
1875,859
1875,866
1859,856
1859,1004
1538,781
1538,901
1534,1090
1534,772
1534,822
1506,984
1506,1170
1498,1129
1498,1157
1464,1107
1463,1103
1463,1067
1430,1067
1430,1101
1332,946
1316,950
1316,944
1284,910
1284,934
1284,965
1092,824
1092,791
1068,772
1068,771
1060,794
1028,756
1028,767
1028,752
1020,733
1020,709
1020,716
1020,716
960,663
960,721
960,687
928,627
928,631
928,650
928,635
4892,781
4860,829
4828,782
4824,1059
4648,1977
4592,1320
4592,1156
4568,1165
4171,1186
4159,1304
4139,1620
4107,1973
4031,2912
4023,2864
3987,2013
3983,1570
3915,1517
3915,1564
3847,1485
3653,1429
3621,1408
3364,1340
3332,1308
3268,1284
3172,1250
3148,1240
3148,1480
2771,1343
2739,1413
2739,1323
2675,1291
2643,1406
2643,1264
2523,1245
2515,1240
2515,1803
2479,1810
2447,1771
2447,1767
2275,1626
2275,1634
2259,1614
2251,1590
2163,1528
2139,1520
2139,1511
2051,1458
2043,1451
2035,1366
2035,1356
2003,1338
2003,1351
1987,1276
1987,1378
1656,1159
1656,1224
1652,1216
1652,1227
1652,1222
1624,1279
1624,1228
1616,1257
1616,1226
1582,1179
1581,1163
1581,1241
1548,1170
1548,1157
1450,1074
1450,1071
1434,1048
1402,1046
1402,1024
1402,1027
1209,947
1209,914
1209,978
1185,888
1177,873
1177,829
1145,849
1145,837
1145,830
1137,825
1137,831
1137,822
1077,765
1077,729
1077,755
1045,710
1045,718
1045,706
5077,839
5009,960
4977,986
4945,1116
4941,2731
4781,1547
4765,3399
4709,2607
4685,3516
4286,2402
4274,1600
4254,1589
4222,1544
4146,1533
4138,1503
4102,1684
4098,1702
4030,1676
4030,1627
3962,1575
3768,2766
3736,2696
3479,2559
3447,1938
3383,1434
3287,1399
3263,1387
3263,1372
2886,1271
2854,1218
2854,2097
2790,2071
2758,2030
2638,1955
2638,1969
2630,1954
2630,1944
2594,1929
2562,1845
2562,1866
2390,1747
2390,1739
2366,1682
2278,1645
2278,1649
2254,1557
2254,1526
2166,1399
2158,1540
2150,1590
2150,1552
2118,1506
2118,1552
2102,1498
2102,1507
1770,1002
1770,999
1766,979
1766,976
1738,912
1738,960
1730,990
1730,948
1730,901
1696,939
1695,933
1662,911
1662,905
1662,923
1564,819
1548,823
1516,738
1516,822
1516,817
1323,751
1323,868
1323,939
1299,910
1291,1001
1291,997
1259,958
1259,843
1259,949
1251,956
1251,828
1251,935
1191,870
1191,890
1191,885
1191,827
1159,739
1159,738
5247,882
5123,974
5091,1002
5059,1024
5055,1255
4911,1119
4879,3590
4823,3561
4807,2094
4400,1442
4388,1430
4368,1415
4336,3248
4336,3291
4260,3254
4252,1695
4216,1348
4212,1204
4144,1224
4140,1289
4076,1485
3882,2800
3850,2704
3593,2480
3497,1744
3497,1380
3401,1334
3377,2349
3377,2364
3000,2191
2968,1510
2904,1524
2904,1513
2872,2042
2752,1992
2752,1984
2744,1937
2744,2033
2708,1642
2676,1437
2676,1425
2504,1355
2504,1348
2488,1345
2392,1442
2392,1299
2368,1294
2368,1433
2280,964
2272,1003
2264,514
2264,938
2232,454
2232,630
2216,481
2216,1553
1884,1359
1884,1358
1880,1236
1880,1343
1880,1373
1852,1342
1852,1354
1844,1303
1844,1318
1810,1260
1810,1284
1809,1272
1776,1206
1776,1268
1678,1080
1678,1141
1662,1145
1630,1086
1630,1109
1630,1101
1437,947
1437,1289
1437,996
1413,964
1405,941
1405,952
1373,912
1373,890
1373,919
1365,870
1365,892
1365,881
1305,825
1305,808
1305,858
1305,821
5585,977
5537,1020
5457,1078
5441,1153
5249,1325
5217,3998
5185,2700
5181,1904
5021,3651
5005,2739
4949,3532
4925,2705
4514,3491
4502,1970
4482,3522
4450,2350
4374,3330
4366,2470
4330,3237
4330,2389
4326,2421
4258,3175
4254,2026
3996,1382
3996,2888
3964,2759
3675,1490
3611,2633
3611,1895
3515,1441
3491,2550
3114,2498
3114,1706
3082,1695
3018,1645
3018,1520
2986,1599
2866,1567
2866,1498
2858,1541
2822,1529
2822,1554
2790,1508
2790,1517
2618,1868
2618,1903
2594,1867
2506,1358
2506,1847
2482,1853
2482,1314
2394,1266
2386,1279
2378,1706
2378,1780
2346,1636
2346,1679
2330,1240
2330,1222
1998,1078
1998,1104
1994,1028
1994,1033
1994,1026
1966,1034
1966,1017
1958,989
1958,1008
1924,990
1924,975
1923,991
1890,945
1890,1006
1890,964
1792,1205
1776,1225
1744,1201
1744,1201
1744,1214
1551,1126
1551,1065
1551,1131
1527,1115
